id,wh
776,મસાઓ પ્રથમ તો ગુજરાતી ગીત તો તબનાને હાર્મોનિયમને વગેરે જે ગીતને બનાવીને પડે જૂથ પતા તેની ઉપર ગીત ગીતમાં તો પર
777,નવરાત્રીમાં વ્યક્તિને લોકો છોકરીઓ
778,ગરીબ ગરીબ હોય છે અને અહીં પ્રખ્યા છે કે ઘર ઘર માતા પિતા
779,હોય હોય
780,આ છે
781,મારા મારા
782,ગાયક નથી બધા લોકોને જાણવાની અવાજ સાંભળવાની મને બહુ મજા આવે છે પણ કેવી છો પણ
783,એટલું બધું નહીં મેં ભીજાની ઝાંભળવાગ્યામાં છે પણ ગારેકે છું અને પણ
784,માટે સંઘ આપણે સૌ પ્રથમ્પિલ તાપિત તરફથી હોય
785,સંગીત એવી ઘણા બધાને નથી હોતી કે પગવાણ બધાને આ વસ્તુ નથી દેતા પરંતુ
786,આના દ્વારા તમે તમારા જાતનો વિકાસ કરી શકો છો તમે લોકો તરફ લોકોને પોતાના વાકર્ષિત કરી શકો છો
787,નથી
788,મોલી
789,દ્વારા માણસ મગલ થાય છે
790,અનુભવ કરતા હોય છે
791,તરફ પ્રમિત થઈ જાય છે આપણે ઉદાસ છે આપણે ખુશ થઈ જાય છે
792,અમે ઘરે પ્રકારના સર્વ બનાવે છે જેમાં કે દૂધમાં પાણીમાં બનાવવાના વરિયાળીનું સરબત લીંબુનું સર્વ બજારમાં મળતા હોય છે
793,પણ કરતું નથી ખરું છે
794,બારના સરબતોમાં
795,જેમાં તો ચાવી એટલે કોઈ બનાવી બનાવી છે
796,લગભગ દૂધના સ્તરમાં દૂધમાં આપી દઈએ
797,એમાં ખસ્તનો સરબાજ ગ્રીન કલરો આવે અને આ પણ સારું લાગે
798,તો તો ઉનાળામાં વધારે તિવાય જેવું કે અમે વરિયાણ સરબત ઘરે બનાવી સાંખ અને વરિયાળી પાર્ટીને ઘરે બનાવીએ તે પણ વધારે છે
799,સરબતમાં ટેસ્ટ વધારે સારો લાગે અને પીવા સારું સારું તેવું જોઈએ સરબત પણ વધારે સારું પણ કામનું છે
800,બધા સરબત બે નેચરલ હોય તે સર્બત કામ નેચરલ સરબત હોય તે વધારે પીવા વધારે સારા
801,ખાંડને વધારે આવે સરબદ્ધ સરબદ્ધ છે સર્બદ્ધ છે બનાવતા હોય છે
802,ઘરમાં બને તે વધારે સારા બજારણા હોય તે વધારે સારા સરબતો પહેમાં જોઈએ
803,તો
804,છત્તીસગઢ ઉત્તરાખંડ મહારાજ રાજા સ્થાન
805,ગાલો અર્જનભાઈ હું કરો તમારે કરતાને
806,હા આવડન પોર્ન બોને આવતોને ચૂંટણીમાં
807,પાસે મળવાનું શિયાની રહે
808,એ બધા એના ખીસા ભરવાનું કામ કરે દીકરો છે કરવાનું પૈસા
809,રાજકારણમાં કોઈ દીપડા ની ભગવાનનું નામ કોણ કરે
810,કોંગ્રેસ
811,મને ભાઈ રહે નથી
812,એવું લાગે તો કરી હોય તો આટો મારી નામ હર
813,ભાઈ અને ગ્રામ કરશો કરવું આપણે નાખી જવાના નથી
814,કામ આરોપાળું મંદિર ભગવાન બહુ કામ છે પણ મોદીને મંદિર મોદી ખેલે કોઈમાં
815,વાંધો ની જમી
816,રહે
817,હાલો
818,છુકરા
819,જરાવાના
820,એ તો ફરવા જવાનું છે એમજ
821,આપણે
822,બધા
823,તો વ્યૂટ્યૂબ
824,છે
825,છોડું છે
826,હથી રહેશે
827,ટીચર
828,પડે
829,એમ કરે
830,માંગી
831,હા
832,હા
833,સારું થોડી
834,છે
835,પણ ટાઇમ
836,તારી છે
837,પાલ
838,કેવી જે
839,કોઈપણ પરિસ્થિતિ કે ઘટના જેને આપણે કાગળ રંગબે રંગે રંગે રંગે અને તેનું વર્ણન કરવામાં આવે તે ચિત્રકાર ચિત્રકાર હતી
840,પૈલા શરૂઆતમાં હું શાળા ક્ષેત્રમાં પણ અલગ અલગ સ્પર્ધાઓમાં ભાગ લઈને કલાનું
841,ભાગલી અને આગળ વધી હતી કલા મારા મહત્વનો અને મને પ્રોત્સાહિત કરતું કલા કાર્ય છે આ કલાક્ષ્રે
842,આગળ ઘણી બધી પ્રગતિના માર્ગદર્શકો સાથે મળી અને તેમના માર્ગદર્શન હેઠળ મેં ક્ષેત્રમાં કાર્ય કર્યું ચિત્રકારા
843,સ્વભાવમાં પણ ઉતરી આવી છે ચિત્ર કલમમાં મને ઝાયટ ચિત્રો ખૂબ ગમે છે તે સિવાય પ્રાકૃતિક ચિત્રો અને
844,કોઈ પણ સ્થિતિ કે ઘટનાને કાગળ ઉતારવાની કમતા ધરાવી શકું છું ક્ષેત્ર કલમમાં મને આગળ પ્રોત્સાહન આપવામાં મારી શાળા યુનિવર્સિટીનો ખૂબ ફાળવા રહ્યો છે
845,ગાડા ક્ષેત્રે મને કોઈ પણ ક્ષેત્રે અગણ વધારવામાં આવ્યો અને ત્યારબાદ તેમાં મને પૂછ્યા
846,પ્રોત્સાહન મને પૂરું પાડવામાં આવે છે કે આગળ કાર્યપૂરા પાવરમાં હતા
847,મને આગળ વધવા માટે મારા શાળાના શિક્ષકો તથા મારે યુનિવર્સિટીમાં આવ્યા બાદ તમારા યુનિવર્સિટીના અધ્યાપકોનું પણ મને ખૂબ
848,મળ્યો હતો તેમજ ચિત્રો ક્ષેત્રમાં મને અલગ અલગ વિવિધ પ્રકારના ચિત્રો કેવા હોઈ શકે તથા ચિત્રોમાં કયા પ્રકારની
849,જીતો જોવા મળે છે ચિત્રો છે પ્રકૃતિક ચિત્રો છે કે કોઈ પણ
850,કાસ્ટ કલમમાં કરવામાં આવતા ચિત્રો કે કોઈપણ વનન વણવામાં આવતા ચિત્રો કાગઢ પર પેટ
851,કોઈ અલગ અલગ પ્રકારના ચિત્રો કેવી રીતે દૂર તથા કેવા રંગોનો ઉપયોગ કરવામાં આવે છે તે તમામ માહિતી મને મળી
852,જે કલામાં ભાગ રસના પૂરાવ્યો હતો આના તમામને ક્ષેત્રમાં વળી હોત તથા ચિત્ર પ્રકારનું
853,મહત્વનું કહેવાય કે મારા જીવનનું બહુ સારો અનું ગવ રહ્યો છે તો ચિત્ર ક્ષેત્રે મને
854,શાળા ક્ષેત્રમાં પણ સ્પર્ધામાં નવા નવા ચિત્રકારો સાથે મુલાકાત પડે તેમજ ચિત્રો અને
855,મારા જીવને અનુસરતુ કાર્ય રહ્યું છે જે કલમમાં મને આગળ માટે મારી યુનિવર્સિટી ખાતે પણ વિવિધ પર યોજાઇ હતી તેમાંથી ભાગ લીધું હતું
856,શરૂઆતમાં સ્પર્ધા હતી ત્યારે ચિત્ર અને તે ચિત્રને જોઈને બીજાના ચિત્રો જોઈને પડે છું કે એ બધા ચિત્રોની સરખામણી મારી ચિત્ર કેવું હવશે
857,એમાં મારા ચીતો કેટલું અનુભવ કર્યો હતો અને યુનિવર્સિટીને કેવાય સ્ટેટ લેવલની
858,સ્પર્ધામાં ભાગ લીધેલ હો ત્યારે અનુભવ કેવો હતો અને તેમાં પણ મને સારા એવા અત્યાર પક્ષ અને તેમનું માર્તદર્શન મળેલું
859,સ્પર્ધામાં વિવિધ સાથે મુલાકાત રહી હતી જેમાં ઘણા બધા
860,કલાકારીઓ આવ્યા હતા ચિત્રસ્પર્ધા મારા માટે
861,એને કહેવાય કે મારા જીવનનું ખૂબ સારું વહેવું રહ્યો હતો થોડી ગભરાટ પણ હતી અને થોડો ઉત્સાહ હતો ઉત્સાહ સાથે અને આપણા
862,અત્યાપકોના પ્રોત્સાહનને પૂરું પાડવામાં આવ્યા બધું હું આશેત્રમાં ખૂબ પ્રગતિ કરી અને આજી મને જેને કહેવાય કે ચિત્રો જે મારા મન ગમતો વિષય તથા પ્રકૃતિ
863,મારી સામે પ્રકૃતિને આવી હોવાની હોકાળમાં તારી શકો તે વર્ણન કલા માટે
864,કોઈ પણ પ્રકારની માહિતી એક કરવાની ઇચ્છા રાખતી હોય આ સમયમાં લોકો ચિત્રો સાથે પ્રેરાયા છે ભાતચીત્રો કેવા હોય છાયત ચિત્રો કેવા હોય
865,આ બધાનો માહિતી મેળવી તથા ક્ષેત્રમાં કયા કયા ચિત્રકારો જોડાયા છે તેમાં કયા કયા ચિત્રકાર કેવી કેવી ચિત્રકારો કરે છે કેવા ચિત્રો દોરેલા છે તેની માહિતી પણ લેવાનું
866,એક પ્રદ અને ખૂબ અનુભવ રહ્યો હતો તેમજ ચિત્રો ક્ષેત્રે મેં મારાનું
867,એક વૃક્માં પણ નોંધેલા ચિત્ર ખૂબ સારી અને આપણા સામે રહેલા કોઈ પણ વર્ણને કાગળમાં ઉતારી તથા તેમાં મનગમત રંગોપૂરી નીતિમાં
868,રહેલા વજવાની એક વસ્તુ છે ચિત્ર આપણે
869,ચોમાંથી એક રહેલે કરવા છે આમ જે સાથે મારા ખૂબ સારા અનુભવ
870,ભારતી મીડિયા હમ તો મીડિયા બે પ્રકારના હોય છે એક ટ્રસ્ટ
871,ખરેખર સંદર કામ કરતા હોય એવા અને કેટલાક
872,પોતાના સ્વાર્થને તારને સમાચાર હોય તેવા જુદા જુદા કોઈમી સાથે જોડાયા
873,પ્રસ્ત અમીડિયાઓ છે પત્ર કરીને ધર્મને સમજી સાચું હોય સમાજને માતે લાભ હોય તેનાથી સાચી વિકેટ લોકો પાસે આવતો હોય એ રીતે સમાચારને પ્રેશિત કરતા હોય છે
874,લેભકો જે મીડિયાઓ છે કોઈ પક્ષ સાથે જોડાયેલા પોતાના આર્થિક સ્વાર્થ માટે
875,સામાજિક પોતાનું પદ ઊંચ્યું થાય એટલા માટે ઘણીવાર કોઈના પહેલા બે આવીને કોઈ રાજકીય પક્ષને આપેલા સ્વાદમાં આવીને કોઈ આર્થિક પ્રણને કારણે
876,સમાચાર કરતા હોય છે જેને સમાજની નેગેટિવ બધા સમાચાર જાય અને ન કોઈ જીતવા જેવી ચૂંટણીમાં જીતી હોય છે
877,ઘણીવાર સમાજમાં બે જ્ઞાતિ હોય છે પેદા હોય છે અને આ રીતે સમાજ મિકતાને કરતા પણ સ્તર્ભાગ્ય
878,આપણા ભારતની અંદર રાજ કરીને ગુજરાતમાં આપણા મીડિયાઓ પોતાના પત્રા કાર્ય તો ધર્મને સમજેવા મીડિયાઓ છે અને આપણો સમાજ છે આપણે જોઈ શકીએ છીએ મીડિયાને કારણે
879,હલો
880,તમે કયા સિટી મારાથી તમારું નામ છે એક નંબર છે
881,કામ
882,હા
883,પાર્કિંગમાં
884,જો
885,પારકિંગ ગયા હોય તો તમારે પેમેન્ટ કરીને તમારી લાણી અને આજુબાજીમાં અમે
886,તમારે દસ ઉજાર કરવાનું છે
887,એમાં છો તમારી ગઈ છે તો તમારે કરવું પડશે અને તમારા ગાડીના
888,આ છો અને જો તમારે તમારા દ્વારા તમારા ગાડીક ગય છે તેને તમને તમને ગાડી
889,તમે તમને ખબર નથી તમને પાર્કિંગ કઈ કે નહીં કે તમારી ગઢી ખબર નથી કે તમારી પાર્કિંગ પાર્સિંગ
890,તો તમે
891,તો તમે પહેલા વિભાગ
892,મરિનાર્ટ અઠવાડિયા સુધીમાં મળવાની શક્યતા છે
893,યુકે લંડન ઓસ્ટ્રેલિયા ન્યૂઝીલેન્ડ કેનેડા
894,કોવીન પોર્ટલ પરથી ફોન નોંબર એક એક બે સાત ચાર એક ચાર જે ધરાવતા જે નામના લાભાર્થીનું રસીકરણ પ્રમાણપત્ર ડાઉનલોડ કરો
895,ઓર્ગેનિંગ મીડિયાની બાસમતી પોલિસ્ટ રાઇસ ગુજરાતનું એસી ટકા ડિસ્કાઉન્ટ પર પાછી ક્યારે આવશે
896,મેં બાળપણમાં પુરાણિક અને મધ્યકાલે રાચાઓ છે સાંભળ્યું છે તેમાં મને અખબર અને મહારાણા પ્રતાપને તેહાં શિક રીતે પ્રભાવિત લાગે
897,જેમાં અગભર અને મહારાણા પ્રદ્ધતા પહેલા તો બંને મિત્ર હતા જ્યારે રાજપાટ સંવાળતા થયા
898,ત્યારે તેમને જણાયું મારાના ક્યાં મારવા મિત્ર નથી પરંતુ તે મારો શત્રો છે મારાના પ્રતાપાઓ છે કેટલા બધા યુદ્ધ થયા છે તે યુદ્ધ કરતા આવ્યા છે તેમાં મારાના પ્રતાપના ખેલો
899,તેટલી બધી વારે શાસંકરણ પ્રયત્ન કર્યો છે પરંતુ કરી શક્યું હતું કે એમાં પણ એટલા બધા સક્ષમ હતા કે તેમણે ક્યારે યકબરને સીધવા સીધું નથી કેટલાઈ ટાઇમ સુધી એકવાર
900,જાયો છે માં વર્ષો સુધી ચાલ્યા હતો અને અખબર પાસે કેટલા બધા છતાં પણ તે ક્યારે છેતી શક્યો નથી પરંતુ
901,લાંબા સમય સુધી ચાલતા માહરાણા પ્રતાપને ઇજા થઇ તેને કારણે તેમના વિશ્વાસુ એવાસી ના પતિ હતા તેમને કરીને
902,ચિત્તોળના કિલ્લા બહાર મોકલી દીધા હતા ચિત્ત્રોના કિલ્લાની હતી કે જો કોઈ રાજા સદસ્ય હોય
903,કિલ્લાને છોડીને બહાર જતા રહે તો તેના કિલ્લાનું પતન થયું હતું
904,આ માટે ત્યારે મહારાણા પ્રતાપે એક જ કિલ્લામાં મોજૂદ હતા તેમના ફેમિલી જે પણ હતો પરિવારના
905,હવે મહારણા પ્રતાપણ ચતા રહ્યા તેથી કરીને હવે અકબર છે ને તે કિલ્લા ઉપર શાસન કરવા લાગ્યો
906,અને તેમનો ફરકવા એટલે હવે એવું સમય વીત્યો થોડા પછી મહારાણા પ્રતાપે નામ શહેર
907,છે આપણે અત્યારે પણ છે એનો શાસન કર્યું તે વધાર્યો વિકાસ કર્યો હતો
908,ત્યાર તો અખબર ત્યાં પણ શાસનકાલના પ્રયત્ન કરેલો પરંતુ તે મહારાણક પરત બે અખબંને ક્યારે છીતવાદિતો નથી અંત સમય સુધી
909,જીતનો કિલો મેળવવા માટે મહારાણા પ્રતાપે પ્રયત્ન કર્યા છે આ ભાવતો અને પ્રભાવ લાગે છે ત્યાં મેં પરાણિકા કથાઓ મતાવી રાજાઓ હતા એમના વિશે સાંભળ્યું છે અને મેં જાવો
910,ખૂબ સરસ એવા મહારાણા પ્રતાપના સોર્ય અને શક્તિ અને જે છે તેના અપને
911,આપણે એમ જોઈ શકે કે મહારાણા પ્રતાપે અંત સુધી તેમને કેટલી બધી ઇજાઓ થઈ ત્યાં તો તેમને કાર્ય કર્યું છે અને કે પ્રાપ્ત પર છે અને મને વાત પ્રભાવ છે
912,આ હજાર રકમભરો અને ટોપ માટે આગળ વધો
913,સોમના ટેમ્પલ દ્વારકાધેશ ટેમ્પલ ગીર નેશનલ પાર
914,સફારી પાર્ક
915,દેવડિયા કોલોની
916,ને વિરામ
917,અમારા ગુજરાતની અંદર ઘણા બતાવવા પ્રસંગો હોય છે જેમાં
918,જેના કાર્યક્રમમાં નૃત્ય ખૂબ મહત્વનો ભાગ ભજવતું હોય છે જેમ કે સ્કુલની અંદર કોઈ પણ કાર્યક્રમ હોય કોઈપણ મુખ્ય મહેમાનો આવા હોય તો પણ ત્યારે સરસ્વતી બંધના બંદના અથવા સ્વાગત ગીત
919,અથવા અમે લોકો જ્યારે ગામડાઓમાં જઈએ છીએ ત્યારે પણ ઘણી વખત જો છે કે ત્યાં રામ
920,આખી રાત કાર્યક્રમ હોય છે જેની અંદર આખું રામાયણ અની અંદર કઈ કઈ ઘટનાઓ બને તી
921,રજૂ કરવામાં આવે છે અને ખાસ વાતો એ છે કે જ્યારે રજૂ થતું હોય ત્યારે બધા જ કલાકારો છે પુરુષ હોય છે જે સ્ત્રીનું વેચ ધારણ કરીને
922,લોકો સુધી સાચી માહિતી સાચી વિગત અને એ પણ એવી રીતે એકદમ હળવી શૈલીમાં
923,દેખાડતા હોય છે સાથે સાથે નૃત્યનો ભાગ કહેવામાં આવે કે અમારા ગુજરાતના ગરબા ગરબા
924,રાજડા પણ કહેવામાં આવે છે એના પણ ઘણા બધા પ્રકાર છે જે ઘણી વખત જે નૃત્ય છે રાજને ખાડી વાઘ્ય સાથે કરવામાં આવે છે ઘણી વખત વાઘ્યવર્ત
925,ગાયને પણ રજૂ કરવામાં આવે છે એ પણ એક ગરબાનો ભાગ છે અને ત્રીજી છે એ છે સંગીત ડાન્સ પણ નૃત્ય પણ
926,સંગીત સાથે અને એક ખૂબ જ મોટું ગ્રુપ રજૂ કરતું હોય છે માતાજીના ગીતો ગાતા ગાતા મારા નવરાત્રી ખૂબ પ્રચલિત
927,પૂરા વિશ્વની અંદર છે એ ખૂબ જ મહત્વનો નૃત્યનો એક ભાગ ગણવામાં આવે છે અમારી નવરાત્રી
928,અને કદાચ વિશ્વનો સૌથી લાંબો ઉત્સવ છે ગણવામાં આવે તો અમારા ગુજરાતનો નવરાત્રી નવ દિવસ સુધી ઉત્સવને મનાવવામાં આવે છે
929,ખૂબ મહત્વનું છે અને કથક પણ હોય છે ભારત નાટ્યમ હોય છે વેસ્ટન મ્યુઝિક પર પણ ડાન્સ હોય છે
930,પણ કોઇ પણ પ્રકારનું નત્ય જ્યારે કરવામાં આવે છે ત્યારે આપણે જોઈએ છે કે
931,કોઈપણ વ્યક્તિ માંથી મુક્ત થઈ જાય છે ઘણી વખત ઘણા લોકો સ્ટેશ ફીલ કરતા હોય તો માનસિક તણાવને દૂર કરવા માટે પણ નૃત્ય કરતા હોય છે
932,નૃત્ય એ ભગવાનની રાધના કરવા માટે પણ આવે છે જેમ કે આપણે જોઈએ છીએ આપણા શિવ ભગવાન તાંડવ નૃત્ય દ્વારા
933,આને નૃત્યશૈલી રજૂ કરી હતી અને નૃત્ય છે ખરેખર હકીકત શું છે
934,આપણે શિવજીને ઓળખવામાં આવે છે તેની પાસેથી છે દરેક દેવી માતા
935,જ્યારે આપણા અલગ અલગ ભાવ હોય છે જે આપણે ખુશ છે ત્યારે અલગ પ્રકારનો નૃત્ય કરી છે જ્યારે આપણે હોય છે ત્યારે અલગ પ્રકારનો નૃત્ય હોય છે
936,જ્યારે આપણે કોઈ વસ્તુ કોઈને સામે પહોંચાડવાની હોય છે ત્યારે પણ અલગ પ્રકારના નૃત્ય દ્વારા
937,લોકોને આપણે આપણી વાત પ્રોપર રીતે પહોંચાડી શકાય છે
938,ગુજરાતમાં પ્રખ્યાત આદિવાસી નૃત્ય પણ આદિવાસી લોકો પણ એ રીતે નૃત્ય કરીને પોતાના જીલ્લાનું છે જે આપણી સંસ્કૃતિ છે આદિવાસી સંસ્કૃતિ છે વિશ્વભરમાં પહોંચાડે છે એટલે નૃત્યના અ�
939,અને બધી કલાઓમાં શૈલી મહત્વની માનવામાં આવે છે નો એક નૃત્ય શૈલી પણ ગણવામાં આવે છે
940,નૃત્ય છે એવું છે કે જે બાળકથી લઈને વૃદ્ધ કોઈ પણ કરી શકે છે
941,જેમ કે આપણા ત્યાં કોઈ પ્રસંગો હોય હમણાં જેમ કે ગણેશ ઉત્સવની અંદર પણ જ્યારે આપણે ગણપતિને લેવા માટે જઈએ છીએ ત્યારે પણ નૃત્ય શેરી દ્વારા સંગીત સાથે લેવા માટે જઈએ છીએ અને જ્યાર
942,ત્યારે પણ એક નૃત્ય સાથે જઈએ છીએ તો આ નૃત્યનો એક ભાગ છે બીજું આપણે લગ્ન પ્રસંગોમાં પણ
943,લજનપ્રસંગમાં જ્યાં જાંધ લઈને જતા હોય છે ત્યારે પણ એટલી બધી ખુશી હોય છે કે નૃત્ય દ્વારા આપણે પ્રદર્શિત કરીએ છીએ લોકો સુધી પહોંચાડીએ છીએ આપણી મનના ભાવો છે નૃત્ય દ્વારા રજૂ ક�
944,સાથે સાથે વા ઘણા પ્રસંગો છે જેમ કે ગામડાની અંદર મેં જોયેલું છે કે
945,જ્યારે કોઈને મરણ થાય છે તો મરણનો પણ એક પ્રકારને નૃત્યશેલી હોય છે જે રાઉન્ડમાં બહેનો છે એકદમ કાઢીને નૃત્યની રીતે રજૂ કરતા હોય છે અને ગીતો પણ ગાતા હોય છે એટલે જે બધા જ ભાવો છે નૃ�
946,કોઈ પણ ભાવ બાકી નથી રહેતા જે નવરસ છે નૃત્ય ની અંદર નવ રસનું આપણે સ્પષ્ટ રીતે દર્શન કરી શકે છે
947,અને ચેન્નાઈમાં કરતા વિવાય કે મળી શકે
948,મારા પશુ સાથે જો ખૂબ ખાસ છે અને ભાવાત્મક છે
949,મને આકાશન છે કે તેઓ જીવનના વિવિધ પરિસ્થિતિમાં સાથ આપે છે અને તેમના દ્વારા મને બધી કાળજી અને મતાની અનોબૂધી થાય છે
950,અમે મારા કેટલાક બાષ્પેના નામ પણ પાડ્યા છે દરેકના નામ માટે કઈ ખાસ અર્થ છે
951,અને તે નામ તેમના વ્યક્તિત્વના પ્રતિબંધ છે મારા કૂતરાનો નામ છે જે હંમેશા ઉત્સાહ અને કુશીનો સ્ત્રોત છે
952,તમે અને તેની સાથે ખૂબ જોડાયેલો છું તેના સિવાય મારી પાસે બે ગાય છે એક નું નામ
953,ગૌરી અને બીજાનું નામ લક્ષ્મી એમની શાંતિ અને મમતા મારા ઘરમાં પોઝિટિવ ઉર્જાલય આવે છે
954,હું મારા પશુઓને સંભાળ ખૂબ ધ્યાનપૂર્વક રાખું છું તેમના આહાર આરોગ્ય અને વ્યવહાર પર હૂં
955,વિશેષ ધ્યાન આપું છું તેઓ સ્વસ્થ રહે તે માટે તેમને તાજુ અને પોતે કહાર આપું છું
956,ગાયોના નિયમિત રીતે ચારો અને પાણી આપવા ઉપરાંત તેમને આરોગ્યને પણ તપાસ કરાવું છું તે સિવાય હું આ બધાને પ્રેમ અને મમતા આપો છું કારણ કે મને લાગે છે કે તેઓ પણ તે જરૂરી છે
957,મારા કુતરાને રોજ ચાલવા અને રમમાં લઈ જવામાં આવે છે તે અમારી બંને માટે એક સારી મનોરંજન અને કસરત છે એ જ રીતે હું મારા ગાયોને પણ કોઈ તળાવ ન થાય તેઓ જુઓ
958,અને તેમને માનસિક સાંતી મળે તેવું વાતારણ બનાવું છું તમારા પશુઓ સાથેનો સંબંધ મારી જિંદગી નો અગત્યનો ભાગ છે જેમ અને આનંદ અને સંતોષ આપે છે
959,આજનો યુગ વિજ્ઞાન અને ટેકનોલોજી નો છે બધા માણસો ટેકનોલોજી પર નવે છે એમાં પણ ખાસ કરીને આપણે જોઈએ કે બાળકો ટેકનોલોજી ખૂબ ઉપયોગ કરે છે ટેકનોલોજી અસર ક્યારેક સકારામાં કોઈ
960,અને ક્યારેક નકારાત્મક હોય છે એમાં બાળકો પર ટેકનેલ જૂની અસર આપણે જોયો વધારો હતો
961,પ્રહાણિકારક અસર વધુ થાય છે કારણ કે લોકો વધારે પોતાનો ટેકનોલોજી મજિમ ટીવી
962,કમ્પ્યુટર એમાં વધારે પડતા લોકોને ઉપયોગી લોકોને ઘણો એવો તકલીફ પડે જેમ કે જોયક લોકો ઘરની બહાર નીકળે લોકો
963,શારીરિક વિકાસ અટકી જાય છે કારણ કે લોકો ઘરની બાર જઈને લોકોમાં
964,જોઈએ તો લોકોનો વિકાસ સારો થે પણ અત્યારના બાળકો કહે છે જેથી લોકોને સારી વિકાસ છે સાથે સાથે આખને પણ નુકસાન કરે છે
965,લોકોમાં અત્યાર આપણે જો બાળકોમાં વધારે તો એવું છે કે નાના બાળકોને પણ જ્યારે પહેલાના જોતા
966,લોકો હતું કે મોટી ઉંમરના લોકોને પણ અત્યારે બાળકો ટેકનોલોજી ઉપયોગ કરે છે ને
967,જેથી લોકોને પણ નંબર આવી જાય છે અને છોકરાઓને નંબર હોય છે ત્રણ હોય છે ઘણા છો બાળકોને ખૂબ નુકસાન થાય છે અને જેમ કે આપણે
968,એ લોકોમાં વધારે પડતા એવી લોકો મોબાઇલમાં ગેમ્સને જેમાં આપણે જો વાયોલન્સ વધારે તું જોવા મળે
969,એનાથી લોકોમાં વાયરલસ નું પ્રમાણ પણ વધે છે આપણે બાળકોને બોલાવી બોલાવી લોકો બહુ સ્વભાવના ત્યારના બાળકો એવી રીતે મેં છે અને એ બધી ગેમસી લોકોના વિકાસને ખૂબ જ છે
970,આપણે જો ટેકનોલોજી સારી છે બાળકો ટેકનોલોજી વધારે પડતો ઉપયો કરે છે જેથી લોકો પર બહુ જાણીકારક અસાત થાય છે
971,કેપડે જોઈએ તો લોકો ધ્યાન બેરાવ્યા ત્યારે બાળકોને બાળકને બોલાવી હતો તો લોકોમાં એન્વ લોકો આવે છતાં સાંભળતા નથી એટલા લોકો ઇન્વ હોય છે ગેમ્સમાં અને બધુ ખૂબ જ નુકસાન કરે છે ત્યા�
972,બાર રમવા માટે પ્રેરણ આપવી જોઈએ કે આપણી લોકોને ઇન્સ્પાયર કરવા જોઈએ કે તમલોકો બાર છે એ ગેમ્સ લોકોને લોકો
973,ફિઝિકલ લોકો વધારે સ્ટ્રોંગ થઈ પણ અત્યારના બાળકો બહુ ઘરમાં બેસી છે કે જેથી લોકોને વિકાસને ઝાય
